Source,Target,Type,Id,Label,timeset,Weight
115380398553479,485272514817198,Directed,15294,,,1
115380398553479,261765663969001,Directed,15295,,,1
115380398553479,75756222753,Directed,15296,,,1
115380398553479,212212308790848,Directed,15297,,,1
115380398553479,269392323072262,Directed,15298,,,1
115380398553479,138482599532874,Directed,15299,,,1
115380398553479,120160811432325,Directed,15300,,,1
115380398553479,127421563952467,Directed,15301,,,1
115380398553479,117412851604461,Directed,15302,,,1
115380398553479,109585919202432,Directed,15303,,,1
115380398553479,115130285260168,Directed,15304,,,1
115380398553479,214545015341438,Directed,15305,,,1
115380398553479,250110771778224,Directed,15306,,,1
115380398553479,298523120282999,Directed,15307,,,1
115380398553479,354845874562093,Directed,15308,,,1
115380398553479,252029181594447,Directed,15309,,,1
115380398553479,391599607593790,Directed,15310,,,1
115380398553479,281764375252569,Directed,15311,,,1
115380398553479,404546116253305,Directed,15312,,,1
115380398553479,500013400011570,Directed,15313,,,1
115380398553479,389771991086096,Directed,15314,,,1
115380398553479,135166696637821,Directed,15315,,,1
115380398553479,360007507402746,Directed,15316,,,1
115380398553479,306309686161118,Directed,15317,,,1
115380398553479,360372527374326,Directed,15318,,,1
115380398553479,398045216902331,Directed,15319,,,1
115380398553479,337635396293260,Directed,15320,,,1
115380398553479,234163756613249,Directed,15321,,,1
115380398553479,453970848008345,Directed,15322,,,1
115380398553479,152083558231541,Directed,15323,,,1
115380398553479,134293993426512,Directed,15324,,,1
115380398553479,204536169602745,Directed,15325,,,1
115380398553479,227745984002033,Directed,15326,,,1
115380398553479,266107273492956,Directed,15327,,,1
115380398553479,402230049832854,Directed,15328,,,1
115380398553479,382926898414604,Directed,15329,,,1
115380398553479,305091982921862,Directed,15330,,,1
115380398553479,320048264783525,Directed,15331,,,1
115380398553479,194013604068041,Directed,15332,,,1
115380398553479,1206168196189161,Directed,15333,,,1
115380398553479,87453954259,Directed,15334,,,1
115380398553479,105548146146730,Directed,15335,,,1
115380398553479,392808897443608,Directed,15336,,,1
115380398553479,287124411409973,Directed,15337,,,1
115380398553479,186861248033037,Directed,15338,,,1
115380398553479,141778575922565,Directed,15339,,,1
115380398553479,176547335720414,Directed,15340,,,1
115380398553479,497535863605831,Directed,15341,,,1
115380398553479,101255393335310,Directed,15342,,,1
115380398553479,128870327190864,Directed,15343,,,1
115380398553479,472653746097646,Directed,15344,,,1
115380398553479,423340064399365,Directed,15345,,,1
115380398553479,309335889152082,Directed,15346,,,1
115380398553479,251142782325,Directed,15347,,,1
115380398553479,233341276707116,Directed,15348,,,1
115380398553479,284243381629520,Directed,15349,,,1
115380398553479,294070807361477,Directed,15350,,,1
115380398553479,196329073799810,Directed,15351,,,1
115380398553479,165400486808492,Directed,15352,,,1
115380398553479,36143771015,Directed,15353,,,1
115380398553479,485851431449171,Directed,15354,,,1
115380398553479,271480289629173,Directed,15355,,,1
115380398553479,255375454579791,Directed,15356,,,1
115380398553479,516057278422300,Directed,15357,,,1
115380398553479,232322510123963,Directed,15358,,,1
115380398553479,361564583894053,Directed,15359,,,1
115380398553479,219985218034252,Directed,15360,,,1
115380398553479,124856500923193,Directed,15361,,,1
115380398553479,188725514481120,Directed,15362,,,1
115380398553479,426464750758122,Directed,15363,,,1
115380398553479,198004746974989,Directed,15364,,,1
115380398553479,86875228015,Directed,15365,,,1
115380398553479,148236298569825,Directed,15366,,,1
115380398553479,379539272080035,Directed,15367,,,1
115380398553479,37809341606,Directed,15368,,,1
115380398553479,354109742766,Directed,15369,,,1
115380398553479,348937468500717,Directed,15370,,,1
115380398553479,164943566916324,Directed,15371,,,1
115380398553479,86746184549,Directed,15372,,,1
115380398553479,346062688795034,Directed,15373,,,1
115380398553479,122792026424,Directed,15374,,,1
115380398553479,312307312125607,Directed,15375,,,1
115380398553479,275309029175961,Directed,15376,,,1
115380398553479,112218862242205,Directed,15377,,,1
115380398553479,290142821100185,Directed,15378,,,1
115380398553479,444589935588785,Directed,15379,,,1
115380398553479,165091190234947,Directed,15380,,,1
115380398553479,149457828408713,Directed,15381,,,1
115380398553479,118514471535613,Directed,15382,,,1
115380398553479,329779873786808,Directed,15383,,,1
115380398553479,150113374142,Directed,15384,,,1
115380398553479,163263003701551,Directed,15385,,,1
115380398553479,138160372881295,Directed,15386,,,1
115380398553479,292738067403489,Directed,15387,,,1
115380398553479,365478210141634,Directed,15388,,,1
115380398553479,21796727440,Directed,15389,,,1
115380398553479,144527381462,Directed,15390,,,1
115380398553479,201954576553747,Directed,15391,,,1
115380398553479,278387645512105,Directed,15392,,,1
115380398553479,475701245788507,Directed,15393,,,1
115380398553479,153322298071871,Directed,15394,,,1
115380398553479,231716300209349,Directed,15395,,,1
115380398553479,252320804884068,Directed,15396,,,1
115380398553479,295014717242853,Directed,15397,,,1
115380398553479,107679088286,Directed,15398,,,1
115380398553479,161263611909,Directed,15399,,,1
115380398553479,145537255460936,Directed,15400,,,1
115380398553479,281575198528795,Directed,15401,,,1
115380398553479,203981706303051,Directed,15402,,,1
115380398553479,157294607618530,Directed,15403,,,1
115380398553479,264175613598422,Directed,15404,,,1
115380398553479,295992827174748,Directed,15405,,,1
115380398553479,286381544737766,Directed,15406,,,1
115380398553479,361184737232006,Directed,15407,,,1
115380398553479,169477296441459,Directed,15408,,,1
115380398553479,91682244049,Directed,15409,,,1
115380398553479,284499758228273,Directed,15410,,,1
115380398553479,158029100960227,Directed,15411,,,1
115380398553479,174049266063358,Directed,15412,,,1
115380398553479,179483995465698,Directed,15413,,,1
115380398553479,176253080254,Directed,15414,,,1
115380398553479,160150784042061,Directed,15415,,,1
115380398553479,57836938449,Directed,15416,,,1
115380398553479,140393812653664,Directed,15417,,,1
115380398553479,238512962862441,Directed,15418,,,1
115380398553479,169395763114341,Directed,15419,,,1
115380398553479,179865905402853,Directed,15420,,,1
115380398553479,304116256332761,Directed,15421,,,1
115380398553479,193944443965876,Directed,15422,,,1
115380398553479,127555807346273,Directed,15423,,,1
115380398553479,145800826429,Directed,15424,,,1
115380398553479,313710071981841,Directed,15425,,,1
115380398553479,142254852505389,Directed,15426,,,1
115380398553479,126680437356461,Directed,15427,,,1
115380398553479,203150189739220,Directed,15428,,,1
115380398553479,167451359968559,Directed,15429,,,1
115380398553479,10236898932,Directed,15430,,,1
115380398553479,333880496633816,Directed,15431,,,1
115380398553479,186944124707752,Directed,15432,,,1
115380398553479,246478028715452,Directed,15433,,,1
115380398553479,193562583995216,Directed,15434,,,1
115380398553479,244569838934376,Directed,15435,,,1
115380398553479,16126780553,Directed,15436,,,1
115380398553479,42933792278,Directed,15437,,,1
115380398553479,163295873721574,Directed,15438,,,1
115380398553479,128600557879,Directed,15439,,,1
115380398553479,131693930206201,Directed,15440,,,1
115380398553479,203833426310600,Directed,15441,,,1
885593464796069,214884518710996,Directed,15442,,,1
885593464796069,124177214310102,Directed,15443,,,1
885593464796069,266107273492956,Directed,15444,,,1
885593464796069,521937927884075,Directed,15445,,,1
885593464796069,127555807346273,Directed,15446,,,1
152469411574284,91682244049,Directed,15447,,,1
152469411574284,70070202017,Directed,15448,,,1
152469411574284,681147458563418,Directed,15449,,,1
152469411574284,481248305225854,Directed,15450,,,1
152469411574284,292738067403489,Directed,15451,,,1
152469411574284,10236898932,Directed,15452,,,1
152469411574284,202336133179675,Directed,15453,,,1
152469411574284,268150213316628,Directed,15454,,,1
152469411574284,21796727440,Directed,15455,,,1
557062394328624,115380398553479,Directed,15456,,,1
883630091693175,148236298569825,Directed,15457,,,1
883630091693175,475701245788507,Directed,15458,,,1
436498646470365,482923291818200,Directed,15459,,,1
436498646470365,476903082431210,Directed,15460,,,1
436498646470365,260835530608800,Directed,15461,,,1
436498646470365,115380398553479,Directed,15462,,,1
436498646470365,361184737232006,Directed,15463,,,1
436498646470365,124856500923193,Directed,15464,,,1
436498646470365,244569838934376,Directed,15465,,,1
436498646470365,174049266063358,Directed,15466,,,1
436498646470365,105603346141658,Directed,15467,,,1
243536735664387,1410081172574117,Directed,15468,,,1
243536735664387,115380398553479,Directed,15469,,,1
243536735664387,304116256332761,Directed,15470,,,1
243536735664387,475701245788507,Directed,15471,,,1
243536735664387,261765663969001,Directed,15472,,,1
243536735664387,157293541026960,Directed,15473,,,1
243536735664387,164943566916324,Directed,15474,,,1
243536735664387,190000937699646,Directed,15475,,,1
243536735664387,127555807346273,Directed,15476,,,1
243536735664387,130917160320991,Directed,15477,,,1
243536735664387,148236298569825,Directed,15478,,,1
243536735664387,360372527374326,Directed,15479,,,1
243536735664387,264175613598422,Directed,15480,,,1
243536735664387,266107273492956,Directed,15481,,,1
243536735664387,165091190234947,Directed,15482,,,1
1632222493671299,132414393631927,Directed,15483,,,1
1632222493671299,201620369925977,Directed,15484,,,1
1632222493671299,167451359968559,Directed,15485,,,1
1632222493671299,193562583995216,Directed,15486,,,1
225744650773236,304116256332761,Directed,15487,,,1
660828923950713,1632222493671299,Directed,15488,,,1
637810726306431,186861248033037,Directed,15489,,,1
637810726306431,141778575922565,Directed,15490,,,1
637810726306431,1565356183683432,Directed,15491,,,1
637810726306431,249745911749876,Directed,15492,,,1
637810726306431,312194878914454,Directed,15493,,,1
637810726306431,333577596740941,Directed,15494,,,1
637810726306431,379539272080035,Directed,15495,,,1
637810726306431,454831681324391,Directed,15496,,,1
637810726306431,208855559186579,Directed,15497,,,1
637810726306431,152469411574284,Directed,15498,,,1
637810726306431,127421563952467,Directed,15499,,,1
637810726306431,476406569095128,Directed,15500,,,1
637810726306431,128117453890470,Directed,15501,,,1
637810726306431,196329073799810,Directed,15502,,,1
637810726306431,214571331970912,Directed,15503,,,1
637810726306431,16126780553,Directed,15504,,,1
637810726306431,128600557879,Directed,15505,,,1
637810726306431,134293993426512,Directed,15506,,,1
637810726306431,190000937699646,Directed,15507,,,1
637810726306431,91682244049,Directed,15508,,,1
637810726306431,201013883296353,Directed,15509,,,1
637810726306431,637810726306431,Directed,15510,,,1
637810726306431,304116256332761,Directed,15511,,,1
637810726306431,486292534720829,Directed,15512,,,1
637810726306431,198004746974989,Directed,15513,,,1
637810726306431,149895018399168,Directed,15514,,,1
637810726306431,365478210141634,Directed,15515,,,1
637810726306431,186702725623,Directed,15516,,,1
637810726306431,163263003701551,Directed,15517,,,1
637810726306431,261765663969001,Directed,15518,,,1
637810726306431,153322298071871,Directed,15519,,,1
637810726306431,175519299161553,Directed,15520,,,1
637810726306431,182158528567931,Directed,15521,,,1
637810726306431,266107273492956,Directed,15522,,,1
637810726306431,255375454579791,Directed,15523,,,1
637810726306431,101036196646365,Directed,15524,,,1
637810726306431,179865905402853,Directed,15525,,,1
637810726306431,244394105708358,Directed,15526,,,1
637810726306431,158097514394097,Directed,15527,,,1
637810726306431,292738067403489,Directed,15528,,,1
237565506339587,148236298569825,Directed,15529,,,1
237565506339587,292738067403489,Directed,15530,,,1
237565506339587,141778575922565,Directed,15531,,,1
343983859041816,361184737232006,Directed,15532,,,1
343983859041816,105603346141658,Directed,15533,,,1
285875308186591,885593464796069,Directed,15534,,,1
285875308186591,137114316481439,Directed,15535,,,1
285875308186591,351088415009414,Directed,15536,,,1
285875308186591,250110771778224,Directed,15537,,,1
285875308186591,150751645046382,Directed,15538,,,1
285875308186591,249745911749876,Directed,15539,,,1
285875308186591,214522925264497,Directed,15540,,,1
285875308186591,115380398553479,Directed,15541,,,1
285875308186591,637810726306431,Directed,15542,,,1
285875308186591,101036196646365,Directed,15543,,,1
285875308186591,266107273492956,Directed,15544,,,1
285875308186591,739809639387263,Directed,15545,,,1
285875308186591,353171514770582,Directed,15546,,,1
285875308186591,419691654741839,Directed,15547,,,1
285875308186591,176547335720414,Directed,15548,,,1
285875308186591,292738067403489,Directed,15549,,,1
285875308186591,141778575922565,Directed,15550,,,1
285875308186591,107309305972248,Directed,15551,,,1
285875308186591,396238617060911,Directed,15552,,,1
285875308186591,164943566916324,Directed,15553,,,1
285875308186591,174565392641564,Directed,15554,,,1
179133195578591,361184737232006,Directed,15555,,,1
179133195578591,436498646470365,Directed,15556,,,1
1524942087769539,266107273492956,Directed,15557,,,1
1524942087769539,395733287156690,Directed,15558,,,1
1524942087769539,115380398553479,Directed,15559,,,1
1524942087769539,128600557879,Directed,15560,,,1
1524942087769539,16126780553,Directed,15561,,,1
1524942087769539,354109742766,Directed,15562,,,1
1524942087769539,103041026439143,Directed,15563,,,1
1524942087769539,221770444519274,Directed,15564,,,1
146504285416022,196329073799810,Directed,15565,,,1
146504285416022,163295873721574,Directed,15566,,,1
146504285416022,275309029175961,Directed,15567,,,1
146504285416022,91682244049,Directed,15568,,,1
500217530021958,275309029175961,Directed,15569,,,1
500217530021958,130606513707139,Directed,15570,,,1
395733287156690,163295873721574,Directed,15571,,,1
395733287156690,111488005563000,Directed,15572,,,1
395733287156690,91682244049,Directed,15573,,,1
759689137437872,476406569095128,Directed,15574,,,1
759689137437872,91682244049,Directed,15575,,,1
759689137437872,179865905402853,Directed,15576,,,1
759689137437872,193777420772358,Directed,15577,,,1
759689137437872,244394105708358,Directed,15578,,,1
759689137437872,485272514817198,Directed,15579,,,1
759689137437872,521937927884075,Directed,15580,,,1
759689137437872,396238617060911,Directed,15581,,,1
110881648985571,196329073799810,Directed,15582,,,1
110881648985571,128600557879,Directed,15583,,,1
110881648985571,354109742766,Directed,15584,,,1
110881648985571,163295873721574,Directed,15585,,,1
110881648985571,131693930206201,Directed,15586,,,1
110881648985571,221770444519274,Directed,15587,,,1
110881648985571,128117453890470,Directed,15588,,,1
110881648985571,36143771015,Directed,15589,,,1
110881648985571,91682244049,Directed,15590,,,1
110881648985571,356883069268,Directed,15591,,,1
110881648985571,138482599532874,Directed,15592,,,1
253215021383818,128646277206656,Directed,15593,,,1
253215021383818,453970848008345,Directed,15594,,,1
253215021383818,130917160320991,Directed,15597,,,1
253215021383818,193085874254,Directed,15598,,,1
253215021383818,235263107772,Directed,15599,,,1
253215021383818,176253080254,Directed,15600,,,1
253215021383818,42933792278,Directed,15601,,,1
253215021383818,221770444519274,Directed,15602,,,1
466568436696066,128600557879,Directed,15603,,,1
