Id,Label,timeset,users_can_post,link,category,talking_about_count,like_count
270782146336395,Cecconello,,yes,https://www.facebook.com/Cecconello.oficial/,Clothing,29653,516973
470497929670025,Lo Dice Mi Talla Soy. Especial,,yes,https://www.facebook.com/Lo-Dice-Mi-Talla-Soy-Especial-470497929670025/,Community,6,767
250915115020311,Atitude special,,yes,https://www.facebook.com/atitudespecial/,Clothing,1587,33618
305040982887017,Blog Fashion MiMi,,no,https://www.facebook.com/blogfashionmimi/,Health/Beauty,370,9453
143371292411222,Rede Record,,no,https://www.facebook.com/RecordOficial/,TV Show,332977,8151115
190463201055711,Etiketa Plus Size,,yes,https://www.facebook.com/EtiketaPlusSize/,Clothing,191,81320
311158752273355,Carmella Cloo Plus Size,,no,https://www.facebook.com/carmellacloooficial/,Clothing,423,16395
98367118441,Vogue España,,no,https://www.facebook.com/VogueEspana/,Magazine,93843,1933219
10799255126,Marie Claire,,no,https://www.facebook.com/MarieClaire/,Magazine,125551,2460435
139357702765195,Vitor  The Phenom  Belfort,,yes,https://www.facebook.com/vitorbelfort/,Athlete,6529,424822
1607888406089515,Empório M.A,,yes,https://www.facebook.com/EmporioMA/,Shopping/Retail,2,273
865284446865658,Big Brechó,,yes,https://www.facebook.com/bigbrechoplus/,Clothing,27,2824
226719583881,Meghan Trainor,,no,https://www.facebook.com/meghantrainorsongs/,Musician/Band,53461,2187852
649725761716779,Billboard Music Awards,,yes,https://www.facebook.com/TheBBMAs/,Music Award,16182,970355
229593267058014,MAQUIAGEM ORIENTAL,,yes,https://www.facebook.com/maquiagemoriental/,Health/Beauty,18,1593
230948300362402,PlayKids,,no,https://www.facebook.com/PlayKidsBrasil/,App Page,157275,658049
433438653407578,Fabíola Reipert,,yes,https://www.facebook.com/fabiola.reipert/,Blogger,97106,1445604
171458232878841,Ana Hickmann,,no,https://www.facebook.com/anahickmannoficial/,Public Figure,67320,5025817
298234303454,Jorge Alex,,yes,https://www.facebook.com/JorgeAlexCalcados/,Product/Service,492,168390
427538044077397,Ouse Ser Você,,yes,https://www.facebook.com/ouseservoce/,Society/Culture Website,500,14251
168930946524633,Pedro Lourenço,,no,https://www.facebook.com/pedrolourenco.brand/,Clothing,189,17047
268121763216212,São Paulo Fashion Week,,no,https://www.facebook.com/SPFW/,Retail and Consumer Merchandise,700,585801
153105774772900,Dailus Color,,no,https://www.facebook.com/DailusColor/,Health/Beauty,46159,2374604
151790575021132,Felps Profissional,,no,https://www.facebook.com/Felps.Profissional/,Health/Beauty,5173,136892
107311539425863,Ruby s,,yes,https://www.facebook.com/rubyspresentes/,Website,69,25691
680028392060076,Piknik Food Park,,no,https://www.facebook.com/PiknikFoodPark/,Food/Grocery,326,69257
408335075907728,Feirinha Gastronômica,,yes,https://www.facebook.com/FeirinhaGastronomica/,Attractions/Things to Do,423,162652
110078042392138,Agência Kids,,no,https://www.facebook.com/agenciakids/,Company,975,86563
471449656207687,Dior Kids,,yes,https://www.facebook.com/DiorKids/,Professional Services,534,41559
167081942646,SWAROVSKI,,yes,https://www.facebook.com/SWAROVSKI.global/,Jewelry/Watches,19107,3884026
263433010399086,Victoria Lee,,yes,https://www.facebook.com/VictoriaLeeXOXO/,Public Figure,5,1630
138895112959832,Elly Mayday Official Fanpage,,yes,https://www.facebook.com/EllyMaydayOfficialFanpage/,Public Figure,16662,407585
181389048620310,Mulher Diamante Oficial,,yes,https://www.facebook.com/Mulher-Diamante-Oficial-181389048620310/,Personal Website,29,2545
106683659444079,Nelma Penteado,,no,https://www.facebook.com/nelmapenteado/,Writer,145,8008
211265975650275,Blog Femme Fatale,,no,https://www.facebook.com/BlogFemmeFatale/,Public Figure,2738,66000
114009265348783,Santa Lolla,,no,https://www.facebook.com/SantaLolla/,Product/Service,28741,865939
213412328837108,Cabelegria,,yes,https://www.facebook.com/cabelegria/,Community,770,302039
368101043221850,Varcare,,yes,https://www.facebook.com/Varcare/,Health/Beauty,2231,25760
20000417943,ELLE,,no,https://www.facebook.com/ELLEuk/,Magazine,97857,5064231
58464670567,The Graduate Fashion Week,,no,https://www.facebook.com/graduatefashion.week/,Non-Profit Organization,26,9160
444392495690948,Branca,,yes,https://www.facebook.com/brancarts/,Arts/Entertainment/Nightlife,54,746
412047545529291,Cada Qual Colaborativa,,yes,https://www.facebook.com/cadaqual/,Shopping/Retail,199,10822
204635086221171,Benefit Cosmetics Brasil,,yes,https://www.facebook.com/benefitcosmeticsbrasil/,Product/Service,1424,184082
100757816428,GWS - Girls With Style,,yes,https://www.facebook.com/girlswstyle/,Personal Blog,2399,22109
173768049362060,Granado Pharmácias,,no,https://www.facebook.com/Granado.Pharmacias.1870/,Local Business,1390,56069
10109514234,CHANEL,,no,https://www.facebook.com/chanel/,Company,575570,15906981
208952725796165,Copenhagen Fashion Week,,no,https://www.facebook.com/CopenhagenFashionWeek/,Company,228,16609
118197471568260,Dior,,no,https://www.facebook.com/Dior/,Company,27013,14647958
162790337080847,British Fashion Awards,,no,https://www.facebook.com/Britishfashionawards/,Community,7,10008
96845044850,London Fashion Week,,no,https://www.facebook.com/londonfashionweek/,Retail and Consumer Merchandise,1125,565055
158576650852452,Alexander McQueen,,yes,https://www.facebook.com/BrandMcQueen/,Clothing,5973,1784768
18658586341,ARMANI,,no,https://www.facebook.com/ARMANI/,Clothing,27008,7573213
25266987484,essie,,yes,https://www.facebook.com/Essie/,Health/Beauty,2225,3194878
90824638062,Paul Smith,,no,https://www.facebook.com/paulsmithdesign/,Clothing,3351,762109
106537403849,Yves Saint Laurent,,no,https://www.facebook.com/ysl/,Company,10690,2445684
376209892862,Viktor&Rolf,,yes,https://www.facebook.com/viktorandrolf/,Company,1955,233097
109068429178457,TOM FORD,,no,https://www.facebook.com/tomford/,Clothing,10425,1196461
45586215989,MOSCHINO - the official page,,no,https://www.facebook.com/MOSCHINO.officialpage/,Clothing,6943,666100
164637176974573,Prada,,no,https://www.facebook.com/Prada/,Company,19770,5488914
55817334863,Stella McCartney,,yes,https://www.facebook.com/stellamccartney/,Designer,12703,790469
45415668089,NET-A-PORTER,,yes,https://www.facebook.com/netaporter/,Retail and Consumer Merchandise,4087,1327248
363111098454,Guerlain,,no,https://www.facebook.com/Guerlain/,Product/Service,2203,726631
13397230804,V Magazine,,no,https://www.facebook.com/VMagazine/,Magazine,12164,1249856
63263972393,ALEXANDER WANG,,yes,https://www.facebook.com/AlexanderWangNY/,Clothing,1370,781838
132673200120037,C&A,,yes,https://www.facebook.com/ca/,Retail and Consumer Merchandise,1775,7171081
148596019680,KENZO,,no,https://www.facebook.com/kenzoparis/,Clothing,3037,763611
201454429985063,Adriana Degreas,,no,https://www.facebook.com/adriana.degreas/,Clothing,102,13563
634041626628813,A Perfect 14,,yes,https://www.facebook.com/aperfect14/,Movie,24,14953
203677466326004,Revista Molde & Cia,,yes,https://www.facebook.com/RevistaMoldeeCia/,Magazine,8933,122565
54329942704,Fashion To Figure,,yes,https://www.facebook.com/fashiontofigure/,Clothing,3578,145108
399420860118156,Olivia Campbell Plus Size Model Uk,,yes,https://www.facebook.com/OliviaCampbellUk/,Public Figure,1866,11059
7992754420,Monif C. Plus Sizes,,yes,https://www.facebook.com/monifcplussizes/,Company,373,242684
626540500723749,Mari Malpighi,,no,https://www.facebook.com/Mari-Malpighi-626540500723749/,Clothing,1036,4023
145632722140414,Catraca Livre,,no,https://www.facebook.com/CatracaLivre/,News/Media Website,1991244,6604657
141657192616725,Miu Miu,,no,https://www.facebook.com/MiuMiu/,Company,3117,1079026
242630792513188,curvy.is.sexy,,yes,https://www.facebook.com/curvyissexy-242630792513188/,Company,29,2063
304218326433318,Plus Size Tips,,yes,https://www.facebook.com/plussizetips/,Personal Blog,1631,8893
448150765293182,Karol Pinheiro Oficial,,yes,https://www.facebook.com/kpinheirooficial/,Personal Blog,8207,76246
642862409101076,ZUYA+size,,yes,https://www.facebook.com/zuyamktplace/,Retail and Consumer Merchandise,1180,55376
280561218810669,Agustin Fernandez,,yes,https://www.facebook.com/agustinfernandezoficiall/,Public Figure,29471,183640
214642781928359,Fernando Henrique Cardoso,,no,https://www.facebook.com/presidentefhc/,Public Figure,21296,482205
744413112291812,CURVY Latina,,yes,https://www.facebook.com/CURVYLatinaMag/,Magazine,11,6471
93994186393,Drop Dead Diva,,yes,https://www.facebook.com/dropdeaddiva/,TV Show,1040,831630
197696713593808,Kauê Plus Size,,yes,https://www.facebook.com/kaueplus/,Clothing,32736,319271
93193648731,AM Company,,yes,https://www.facebook.com/AMCompanyagenciamento/,Company,83,3751
295678123955097,Nutríssimo Suco,,yes,https://www.facebook.com/suconutrissimo/,Local Business,21,725
1640968869454820,Vestto Modas,,no,https://www.facebook.com/vestto.modas.3/,Clothing,16,1322
192239340890995,Fundação Pró-Sangue,,yes,https://www.facebook.com/prosangue/,Government Organization,24729,96581
556056284447150,MBPS - Miss Brasil Plus Size,,yes,https://www.facebook.com/mbpsoficial/,Health/Beauty,44,6848
248721328513840,Contém1g make-up,,yes,https://www.facebook.com/contem1g/,Health/Beauty,5586,321577
208851775809309,Dicas4fun,,yes,https://www.facebook.com/dicas4fun/,Entertainment Website,102,5007
143432172379569,Risqué,,yes,https://www.facebook.com/RisqueOficial/,Product/Service,553745,7292559
228355777265594,Moda Maior Ele & Ela,,yes,https://www.facebook.com/modamaioruberaba/,Retail and Consumer Merchandise,54,1668
201065829925909,Conrad Resort & Casino,,yes,https://www.facebook.com/ENJOYCONRAD/,Local Business,2766,74252
137205293081388,Imagina Coletivo,,yes,https://www.facebook.com/imaginacoletivo/,Cause,160,36695
155266391171127,Paul in Brazil,,yes,https://www.facebook.com/paulinbrazil/,Concert Tour,47,65212
190638977789737,Elas contam,,no,https://www.facebook.com/elascontam/,Community,544,27164
1435476166663884,Effyourbeautystandards,,no,https://www.facebook.com/Effyourbeautystandards/,Community,16401,71366
703067636445925,Aline Valente - Modelo Plus Size,,yes,https://www.facebook.com/alinevalenteplussize/,Public Figure,12,1259
238679619578384,Dear Kate,,yes,https://www.facebook.com/dearkates/,Clothing,51,12013
380961992060898,M3 Hair,,yes,https://www.facebook.com/M3-Hair-380961992060898/,Spas/Beauty/Personal Care,0,23
100912603297178,You! Lingerie,,yes,https://www.facebook.com/You-Lingerie-100912603297178/,Clothing,475,12011
111339788878132,Affinitas & Parfait,,yes,https://www.facebook.com/AffinitasIntimates/,Clothing,608,48068
166171190063247,PinkChoseMe,,yes,https://www.facebook.com/PinkChoseMe-166171190063247/,Non-Profit Organization,0,627
129524837105907,Secrets In Lace,,yes,https://www.facebook.com/secretsinlace/,Clothing,2989,103715
387213384661901,Tia Lyn Lingerie,,yes,https://www.facebook.com/2001tialyn/,Clothing,236,6105
199772720057170,Terraço Itália,,yes,https://www.facebook.com/terracoitalia/,Restaurant/Cafe,1809,105954
129408313809017,Hoje Vou Assim [ plus size ],,yes,https://www.facebook.com/hojevouassimplussize/,Personal Blog,29,6419
203064416403027,Canal Brasil,,no,https://www.facebook.com/canal.brasil/,TV Channel,14960,1450030
144735358906092,Dieta e Saúde,,yes,https://www.facebook.com/ProgramaDietaeSaude/,Health/Beauty,24069,2082422
401296996619402,Supremo Tribunal Federal - STF,,yes,https://www.facebook.com/SupremoTribunalFederal.STF/,Government Organization,401,59403
339004486139723,Maria Charmosa,,no,https://www.facebook.com/loja.maria.charmosa/,Spas/Beauty/Personal Care,38,46626
253301631501143,Unhas decorada com passo a passo,,yes,https://www.facebook.com/Unhas-decorada-com-passo-a-passo-253301631501143/,Community,5593,1151971
139361612846498,Miss Brasil PLUS SIZE,,no,https://www.facebook.com/MISS.BRASIL.PLUS.SIZE/,Health/Beauty,67,20316
565381446882267,Dicas De Makes,,yes,https://www.facebook.com/www.suelentauane.com.br/,Health/Beauty,381,447560
216669605093094,Intérpretes e professores de Libras,,yes,https://www.facebook.com/InterpreteprofessoraLibrasSimoneVecchioLibras/,Education,78,15962
291437180908305,Clube do Maquiador,,yes,https://www.facebook.com/clubedomaquiador/,Spas/Beauty/Personal Care,155,25241
272890169406337,Uncovered,,yes,https://www.facebook.com/uncovered0/,News/Media Website,84,1941
1453872934897332,UK Plus Size Fashion Week,,no,https://www.facebook.com/UKPSFW/,Media/News/Publishing,142,9121
374397096007214,Instituto Colabore,,yes,https://www.facebook.com/InstitutoColabore/,Non-Governmental Organization (NGO),36,22868
416852578469161,Movimento Heroes - Brasil,,yes,https://www.facebook.com/MovimentoHeroes/,Community,1,659
344588545563053,TV Cidade 8,,yes,https://www.facebook.com/TVCidadeNet/,Local Business,11,6044
103682003003732,Mary Kay Brasil,,yes,https://www.facebook.com/marykaybrasil/,Health/Beauty,97333,5648793
148998239086,SEPHORA,,yes,https://www.facebook.com/sephorabrasil/,Health/Beauty,8657,13244925
459902040776803,Kiss NY Brasil,,yes,https://www.facebook.com/kissnybrasil/,Health/Beauty,471,33397
200535639977378,BeautyFair Feira Profissional,,yes,https://www.facebook.com/beautyfairprofissional/,Health/Beauty,4597,135231
137739696264832,Multishow,,no,https://www.facebook.com/multishow/,TV Channel,418387,12353820
146912728698583,Abpi-tv BTVP,,yes,https://www.facebook.com/ABPITV/,Non-Profit Organization,597,6417
248723245238777,FashionTV Brasil,,no,https://www.facebook.com/fashiontvbrazil/,TV Channel,25,1347
623561761045372,FashionTV Latinoamérica,,no,https://www.facebook.com/fashiontvla/,Media/News/Publishing,11415,132470
376055765792494,Mulheres Empreendedoras - Acisa,,no,https://www.facebook.com/Mulheres-Empreendedoras-Acisa-376055765792494/,Community,2,267
249291508501975,Klass Vough,,no,https://www.facebook.com/KlassVough/,Health/Beauty,72,7891
1425298464349313,Fabiana Karla,,no,https://www.facebook.com/FabianaKarlaBarbosa/,Comedian,199,147097
543660059052503,Página - Simone Gutierrez,,no,https://www.facebook.com/moneguti/,Artist,449,10735
162588987250640,Cacau Protasio,,yes,https://www.facebook.com/CacauProtasioOficial/,Actor/Director,115,39451
543448699004410,Apenas alguns BR s,,no,https://www.facebook.com/Apenas-alguns-BRs-543448699004410/,Just For Fun,255,41983
347762762000386,Le Parisye,,yes,https://www.facebook.com/le.parisye/,Clothing,2,2255
464837630201878,Keka Demétrio,,no,https://www.facebook.com/KekaDemetrio/,Society/Culture Website,6398,16040
314805438617460,Cléo Lima Fernandes,,yes,https://www.facebook.com/cleo.fernandes.7/,Public Figure,33,16788
125792214144426,Arthur Caliman,,no,https://www.facebook.com/arthurcaliman/,Clothing,219,201590
265397830165959,Trio Imbassaê,,yes,https://www.facebook.com/forrotrioimbassae/,Musician/Band,7,548
638794596208173,A Duqueza,,yes,https://www.facebook.com/ADUQUEZAINFORMATIVO/,Clothing,181,11811
184614634897583,Tess Holliday,,no,https://www.facebook.com/TessHollidayOfficial/,Public Figure,70428,1342534
143197819052232,Laura Wells Model,,yes,https://www.facebook.com/iamlaurawells/,Public Figure,229,125850
121810877830371,Ashley Graham,,yes,https://www.facebook.com/theashleygraham/,Public Figure,15195,433275
368347086530453,Justine Legault - Official,,yes,https://www.facebook.com/Justine.LeGault.Official/,Public Figure,28,10416
274885629217237,Creare Show Room,,yes,https://www.facebook.com/creareshowroom/,Clothing,20,538
318325368266111,Eurico,,yes,https://www.facebook.com/casa.eurico/,Shopping/Retail,1325,24446
620469827963014,Frida,,no,https://www.facebook.com/QueroFrida/,Clothing,1,182
497681236941819,Alícia,,yes,https://www.facebook.com/Alícia-497681236941819/,Clothing,0,654
533244133382902,Plus Size Depressão,,no,https://www.facebook.com/PlusSizeDepressao/,Community,420,16616
522599821166280,Aline Spitzer,,yes,https://www.facebook.com/spitzeraline/,Blogger,626,4412
1410145972556762,Curvy Girls - VIP,,no,https://www.facebook.com/curvygirls.vip/,Entertainment Website,1321,41895
317471418292755,Prefiro As Gordinhas,,yes,https://www.facebook.com/Prefiro.As.Gordinhas/,Community,57733,82645
151264488238952,Maior Estilo,,yes,https://www.facebook.com/maiorestilo/,Personal Blog,0,699
468171196573560,Ruby Roxx,,no,https://www.facebook.com/rubyroxxmodel/,Public Figure,46706,85741
191215027682103,Curves & Curls,,yes,https://www.facebook.com/mycurvesandcurls/,Personal Blog,961,10003
175169445939205,Vínculo Basic,,yes,https://www.facebook.com/VinculoBasic/,Clothing,171,42968
108575759184076,Curvy Girl Chic,,yes,https://www.facebook.com/Curvy-Girl-Chic-108575759184076/,Personal Blog,184,16792
115650918479212,Cupcake s Clothes,,yes,https://www.facebook.com/CupcakesClothes/,Personal Blog,21,8681
435452539844439,Naomi Shimada,,yes,https://www.facebook.com/naomishimadamodel/,Public Figure,8,2539
1414331772113155,Jay Miranda,,yes,https://www.facebook.com/jaymirandablog/,Blogger,44,4986
254652341255935,ChicaBolacha,,no,https://www.facebook.com/lojachicabolacha/,Shopping/Retail,2206,60535
1382200565376691,Curvas & Poesia,,yes,https://www.facebook.com/curvasepoesia04/,Writer,33646,79590
162626953754145,Katya Zharkova,,no,https://www.facebook.com/katya.zharkova/,Entertainer,189,34368
717844884932868,Curves & Arts,,no,https://www.facebook.com/curvesnart/,Community,2,542
426973104064456,Frocks And Frou Frou,,yes,https://www.facebook.com/frocksandfroufrou/,Community,53,2522
133233930112969,Marri Gattô,,no,https://www.facebook.com/MarriGattoPlusSize/,Clothing,0,2549
294527057272820,Curve à Porter Real Size,,no,https://www.facebook.com/UseCurve/,Clothing,27,2673
183583434999968,Joyaly  -  Moda Evangélica  (Oficial),,yes,https://www.facebook.com/JoyalyFashion/,Company,2139,120033
74793562954,The Curvy Fashionista,,yes,https://www.facebook.com/TheCurvyFashionista/,News/Media Website,68028,475726
121378191228917,Curvy Magazine,,no,https://www.facebook.com/CurvyMagazine/,Magazine,50897,536565
344082109884,Curvy Clothing,,yes,https://www.facebook.com/CurvyClothingAUS/,Shopping/Retail,1107,86579
215275598522355,Mara Gabrilli,,yes,https://www.facebook.com/maragabrilli/,Politician,35565,183159
171904252890883,Xiis Moda,,yes,https://www.facebook.com/xiismoda/,Clothing,61,10869
144025635756247,Gordinhas BBW Brasil,,yes,https://www.facebook.com/Gordinhas-BBW-Brasil-144025635756247/,Community,556,5868
922160521155032,Fabi sobre rodas,,yes,https://www.facebook.com/fabisobrerodas/,Blogger,17,372
142694852483039,2beauty,,yes,https://www.facebook.com/2beauty-142694852483039/,Author,12182,75761
119971501486668,Kelvin Yule Fotografia,,yes,https://www.facebook.com/FotografoKelvinYule/,Artist,957,8517
485548868242763,Alérgica & Produzida,,yes,https://www.facebook.com/alergicaeproduzida/,Health/Beauty,10,1292
141127782641455,Tamanho P,,yes,https://www.facebook.com/tamanhop/,Personal Blog,185,23484
562486247204256,Carol Rossetti,,yes,https://www.facebook.com/carolrossettidesign/,Community,2654,307237
785165901600976,Rabiscada de Flor,,yes,https://www.facebook.com/rabiscadadeflor/,Artist,5,3375
581638681897544,Van Bevini,,no,https://www.facebook.com/vanbevini/,Personal Blog,24,674
836441109760868,Camila Gaio,,yes,https://www.facebook.com/CamilaGaioVideos/,Author,1896,35546
227737107325297,Manual do Homem Moderno,,yes,https://www.facebook.com/ManualdoHomemModerno/,Entertainment Website,187914,168598
11484834431,Vive les rondes,,yes,https://www.facebook.com/Vive-les-rondes-11484834431/,Society/Culture Website,7703,220540
453204168094982,Vini Uehara Team Turkey,,yes,https://www.facebook.com/ViniUeharaTeamTurkey/,Public Figure,913,46674
177572169058828,Yeva,,yes,https://www.facebook.com/lifeyeva/,Clothing,34,22206
508035589273964,Acima da Média,,yes,https://www.facebook.com/acimadamediablog/,Website,14,288
1500205090245858,Faz de conta que a água acabou,,yes,https://www.facebook.com/fazdecontaqueacabou/,Community,9,7526
832490826811912,Eu no Tinder,,yes,https://www.facebook.com/eunotinder/,Fictional Character,4392,169285
152256848257,Veja São Paulo,,no,https://www.facebook.com/vejasp/,News/Media Website,343463,1958299
167223653329641,Bebê.com.br,,yes,https://www.facebook.com/sitebebe/,Teens/Kids Website,138156,2373315
562964683835868,MZ.id,,yes,https://www.facebook.com/mzidcasting/,Media/News/Publishing,3,364
129174633834840,Mary Lambert,,yes,https://www.facebook.com/marylambertsings/,Musician/Band,6506,169890
487503411291537,Kwi,,no,https://www.facebook.com/lojakwi/,Clothing,154,5223
298372937022005,Bendita Seja,,no,https://www.facebook.com/acessoriosbenditaseja/,Clothing,111,5843
282407295225926,UPSY,,yes,https://www.facebook.com/UPSYBH/,Retail and Consumer Merchandise,735,11977
274010832756413,ada.vc,,yes,https://www.facebook.com/adaevc/,Media/News/Publishing,8,3352
107866942618458,Blog Coisas de Diva,,no,https://www.facebook.com/CoisasDeDiva/,Personal Blog,912,159429
271644736341309,AsMinaPode,,yes,https://www.facebook.com/asminapode/,Society/Culture Website,14,1849
161147460566961,Blog Chata de Galocha,,no,https://www.facebook.com/chatadegalocha/,Public Figure,1629,229464
185871428112137,Cris Guerra,,no,https://www.facebook.com/hojevouassim/,Public Figure,3222,103780
137649276251110,Océane Femme,,no,https://www.facebook.com/oceanefemme/,Health/Beauty,185,18406
542031755872224,Não Sou Exposição,,no,https://www.facebook.com/Naosouexposicao/,Community,18992,29308
502417963215027,Eu Falo Mesmo,,no,https://www.facebook.com/eufalomesmoblog/,Personal Blog,8,2273
735671106443608,Be Glow Make Up,,yes,https://www.facebook.com/beglowmakeup/,Health/Beauty,52,31872
263343613692497,Gustavo Sarti - OFICIAL,,no,https://www.facebook.com/gustavosarti/,Entertainer,619,69895
49941245251,Capricho,,no,https://www.facebook.com/capricho/,Media/News/Publishing,293335,6524237
155993824417669,Revista Tititi,,no,https://www.facebook.com/tititirevista/,Magazine,174329,6036375
213471008679506,Paulo Gustavo,,no,https://www.facebook.com/Paulo.Gustavo.oficial/,Artist,350407,3757512
683980444945546,HuffPost Brasil,,no,https://www.facebook.com/HuffPostBrasil/,Media/News/Publishing,389353,423545
449090248553489,Minas de Batom,,yes,https://www.facebook.com/MinasdeBatom/,Personal Blog,1,605
738367019507262,Espelho Torcido,,yes,https://www.facebook.com/EspelhoTorcido/,Movie,1,524
161466903930588,dcoração,,no,https://www.facebook.com/dcoracao/,Home/Garden Website,332,123938
206625708245,Cosmopolitan Brasil,,yes,https://www.facebook.com/CosmopolitanBrasil/,Magazine,82621,668696
120701259441,PEDIGREE® Adotar é tudo de bom,,yes,https://www.facebook.com/PedigreeAdotar/,Cause,7321,1047030
289405207861674,Think Olga,,no,https://www.facebook.com/thinkolga/,Organization,408,83920
195402950494698,Petite Jolie,,yes,https://www.facebook.com/EuCurtoPetiteJolie/,Product/Service,61794,1743731
197483166933511,Eudora,,yes,https://www.facebook.com/eudoraoficial/,Health/Beauty,200217,1746285
153429971384015,MyGloss Acessórios,,yes,https://www.facebook.com/eusoumygloss/,Product/Service,1458,1325000
163317467414,Riachuelo,,no,https://www.facebook.com/Lojas.Riachuelo/,Clothing,91305,4228861
339804526194,Avon,,yes,https://www.facebook.com/avonbr/,Local Business,133633,15280576
133324226699256,Cabiria,,yes,https://www.facebook.com/Cabiria-133324226699256/,Small Business,2,1546
1404484859769706,Bicho de Apê,,yes,https://www.facebook.com/bichodape/,Personal Website,3,2693
1508480736034648,Melissa,,no,https://www.facebook.com/OfficialMelissa/,Product/Service,1093,4808058
121128587911409,Ramarim,,no,https://www.facebook.com/RamarimBR/,Product/Service,19173,2140878
101213093279289,Melissa,,no,https://www.facebook.com/MelissaBrOficial/,Product/Service,72495,4808058
131825483500068,Animale Brasil,,no,https://www.facebook.com/animalebrasil/,Clothing,11507,977138
301340439964884,[quem disse  berenice?],,yes,https://www.facebook.com/quemdisseberenice/,Product/Service,112216,4448427
172629466086168,adoro FARM,,no,https://www.facebook.com/adorofarm/,Clothing,21121,1823997
141304895927080,Dafiti,,yes,https://www.facebook.com/Dafiti/,Product/Service,15889,6926621
158219407534974,L Oréal Paris,,yes,https://www.facebook.com/lorealparisbrasil/,Health/Beauty,216145,21504281
200330986657085,DZARM.,,no,https://www.facebook.com/dzarm.oficial/,Clothing,1184,568792
247739071945676,Maybelline NY Brasil,,yes,https://www.facebook.com/MaybellineBrasil/,Health/Beauty,47040,4048407
267796029913881,Americanas.com,,no,https://www.facebook.com/AmericanasCom/,Retail and Consumer Merchandise,15654,4566768
167257566643197,Uatt?,,yes,https://www.facebook.com/lojauatt/,Product/Service,15979,1503974
43232606568,Imaginarium,,yes,https://www.facebook.com/sigaimaginarium/,Home Decor,21851,1297870
140105282727777,O Boticário,,yes,https://www.facebook.com/oboticario/,Health/Beauty,584279,9322453
382381445421,Natura,,no,https://www.facebook.com/natura.br/,Health/Beauty,25532,10697161
342629769149927,Givenchy Fragrances & Beauty,,no,https://www.facebook.com/givenchybeauty.brazil/,Health/Beauty,191,1403554
305748002809824,Shame on you  blogueira,,no,https://www.facebook.com/shameonyoublogueira/,Entertainment Website,136,84615
287678904591810,MktMix Assessoria de Comunicação,,no,https://www.facebook.com/Mktmixoficial/,Local Business,48,9635
21415640912,H&M,,yes,https://www.facebook.com/hm/,Clothing,228692,25647083
33331950906,ZARA,,yes,https://www.facebook.com/Zara/,Clothing,58196,23725722
26696569976,Dolce & Gabbana,,no,https://www.facebook.com/DolceGabbana/,Clothing,29645,10070286
215138065124,Louis Vuitton,,no,https://www.facebook.com/LouisVuitton/,Company,164044,18231336
44596321012,Gucci,,no,https://www.facebook.com/GUCCI/,Company,47128,15162974
60696985475,stila cosmetics,,no,https://www.facebook.com/stila-cosmetics-60696985475/,Health/Beauty,4408,283640
280856617698,Sigma Beauty,,yes,https://www.facebook.com/sigmafanpage/,Health/Beauty,6336,537252
31654787464,e.l.f. Cosmetics,,yes,https://www.facebook.com/elfcosmetics/,Health/Beauty,16069,1027245
53590256386,NARS Cosmetics,,yes,https://www.facebook.com/narscosmetics/,Health/Beauty,13692,1840071
60999753199,Urban Decay Cosmetics,,yes,https://www.facebook.com/urbandecaycosmetics/,Community,13404,2418327
105231842848780,NYX Cosmetics,,yes,https://www.facebook.com/NyxCosmetics/,Health/Beauty,16808,1017059
107025612661194,Lauren Conrad,,yes,https://www.facebook.com/laurenconrad/,Public Figure,42232,1926378
388142190530,Dai Bags,,yes,https://www.facebook.com/DaiBags/,Product/Service,77,13934
224398607611185,Beleza Sem Padrão,,no,https://www.facebook.com/belesasempadrao/,Personal Website,3,2130
298054633585010,Moderninhos Safados,,yes,https://www.facebook.com/moderninhosafados/,Personal Blog,62,1883
296421437232608,Sandra Berro hair professional,,no,https://www.facebook.com/sbhairpro/,Spas/Beauty/Personal Care,34,1138
1423017307999378,Anavitória,,yes,https://www.facebook.com/anavitoriatocantins/,Musician/Band,18564,219893
225050690890735,PROGRAM,,no,https://www.facebook.com/PROGRAMMODA/,Clothing,4306,498851
820920494651012,Tintoria Jeans Plus Size,,yes,https://www.facebook.com/tintoriajeans/,Clothing,63,1195
1016000068410512,Vislumbre Moda Intima,,yes,https://www.facebook.com/vislumbre.modaintima/,Clothing,59,6299
1640834699476010,Zebras Coloridas,,yes,https://www.facebook.com/zebrascoloridas/,Product/Service,148,9764
750443548377666,Maya Store,,yes,https://www.facebook.com/lojamayastore/,Clothing,859,62840
259316624268213,Mariana Amaral Acessorios,,yes,https://www.facebook.com/acessoriosmarianaamaral/,Jewelry/Watches,128,7780
176824714130,Lu zieht an.,,yes,https://www.facebook.com/luziehtan/,Personal Blog,563,7430
735579119872321,The Pin-up Store,,yes,https://www.facebook.com/thepinupstorebr/,Community,5,1965
534983783302278,Lolla mimos e fofuras,,yes,https://www.facebook.com/lolla.mimosefofuras/,Shopping/Retail,0,650
114308568649645,Dilady,,no,https://www.facebook.com/DiladyOficial/,Company,223,4753
155248815850,SKORCH Magazine,,yes,https://www.facebook.com/skorchmagazine/,News/Media Website,227,51994
236711583042921,Loey Lane,,yes,https://www.facebook.com/LoeyLane/,Public Figure,927,56534
