rt_id,who_was_rt,content_of_rt
1311024518727639040,omelete,The Good Doctor enfrentará Covid-19 na quarta temporada; confira teaser https://t.co/3NvStHFqFY https://t.co/TErcszXgEG
1311031677767110657,UOL,Anitta critica atuação de Bolsonaro com incêndios: 'Não está fazendo nada' https://t.co/XbZYpc9HWh
1311044171814371328,hey_mika,"Gente, e Sherlock Holmes que tá nos TTs porque aparentemente as pessoas não sabiam que é um personagem fictício????"
1310962671454306304,JornalOGlobo,"Proposta de Renda Cidadã atende cálculo político de Bolsonaro, mesmo se não vingar https://t.co/lvNqjBHHN9"
1309941869988769793,AlineTosin,“Se ele for ruim a gente tira” https://t.co/nlZCeIunwg
1311045085270814721,g1,"Bolsonaro sanciona lei com pena maior, de até cinco anos, para maus-tratos contra cães ou gatos https://t.co/fqR9gZ6tFA #G1 https://t.co/sDO7Qj1Xip"
1311045061140979714,XeroxHolmes4,"Deixa eu ver se eu entendi  bem ! 
Demonizaram  a Cloroquina pq não havia estudos científicos que que comprovassem a sua eficácia, e agora querem injetar essa porcaria em nós mesmo sem  resultados clínicos conclusivos🤔🤔

VSF seu FDP 🖕🖕🖕🖕 https://t.co/HsnwElaXiI"
1309895267563470849,gen_heleno,HELENO RETOMA ENCONTROS EM QUE FAZ RELATOS SOBRE GOVERNO E FAMÍLIA BOLSONARO PARA A CASERNA. Título de matéria do jornalista Guilherme Amado. MENTIRA DESCARADA. JAMAIS ACONTECEU. Impressionante como o jornalismo de cabresto perdeu o respeito pela verdade. Muito triste.
1310954855842840583,hwgmelody,"Mano, o chan disse que o namjoon é um dos melhores líderes e que vê ele como um modelo, então começou a dizer que ele é muito legal e inteligente

Chan    🤝    namjoon
      Best leaders

Ai como e bom ser armystay
 https://t.co/FbGyDLEMY5"
1311034572692484096,Estadao,1 MILHÃO DE VIDAS PERDIDAS: Como o coronavírus avançou nos países mais castigados pela covid-19 ao longo dos 9 meses de pandemia? 👇 Acompanhe no gráfico e leia o especial em https://t.co/UjmTWvpATK https://t.co/9ATSDPA2ts
1310744767899357192,LUIZPATRIOTA39,"COMO CHEGAMOS A UM MILHAO DE MORTOS PELO CORONAVIRUS TENDO A CLOROQUINA QUE CURA 100% DOS CASOS?? 🤔🧐 

OU A CLOROQUINA NAO FUNCIONA OU O MUNDO INTEIRO ESTA CONTRA O BOLSONARO 😎🇧🇷🇱🇷"
1311012477556142082,o_antagonista,"Pazuello veta divulgar cloroquina em 'dia D' contra Covid-19, diz jornal. https://t.co/kGwuduKYL1"
1310685849697173504,jornalveracruz,Bolsonaro: “Milhares de vidas poderiam ter sido salvas” https://t.co/P14hVNpV4o
1310925459224440832,albuquerque_af,"O populismo exterminou a abertura de capital de várias empresas esse mês

A grande maioria das empresas iam captar para aumentar investimentos, gerar empregos e pagar mais impostos

O abalo de confiança é disseminado, não há mais espaço para errar dessa forma."
1310601334211698688,jairbolsonaro,"- Sociedade Européia de Cardiologia afirma: o uso da Hidroxicloroquina não causa arritmia.
- Milhares de vidas poderiam ter sido salvas caso a HCQ não tivesse sido politizada.

. Link no YouTube: https://t.co/pCbFy1LLVk https://t.co/jksXNmzrcf"
1310960162484748289,jornalextra,"Grupo Boticário não usará mais 'Black Friday': 'respeitando os que sentem desconforto com o termo', diz CEO https://t.co/ydzpNBCBHX https://t.co/XgIiHHoRHI"
1310628569085890562,FMouraBrasil,"Dom Bolsonaro del Centrão. Antes e depois. Minha edição especial, que ilustra o título do meu artigo: https://t.co/iUembms1jA. https://t.co/znrcn1XQIm"
1311000015742078976,UrbanNathalia,"O Sinn Féin sempre apoiou abertamente as lutas anti-imperialistas na América Latina, e sempre mantiveram um laço de união e amizade para com os que conduzem essas lutas. Agora, o Sinn Féin nomeou a brigada de médicos cubanos para o Prêmio Nobel da Paz de 2021 ✊🏽✊🏽✊🏽 https://t.co/gAZ27w83oI"
1310993967606124545,gguklovemaze,"não resisti 
#btsfanart #jungkook #yourartstell @bts_twt https://t.co/v9K671Busu"
1310994128331735047,exame,"#News: Um spray nasal feito com o composto chamado INNA-051 conseguiu freiar a replicação do #coronavírus em 96% em testes de laboratório!

https://t.co/YUTolOyHoU"
1305975154061774848,AiltonBenedito,"Mundo 'errou' ao recomendar que pacientes esperassem ter falta de ar, diz secretário da Saúde do CE sobre a pandemia de Covid-19. Entretanto, a verdade é que o 'erro' grotesco foi exclusivamente dos promotores da “ciência, ciência, ci ênnn cia!”, “foco, foco, foco!”. https://t.co/rIXYpapbih"
1310950831504732163,GalizaAr,Essa criatura não pode mais ser chamado de “governador “! ... Tem que ser “impichado”!#ForaDoria https://t.co/0PWMruAb3j
1310968226327789569,GreysABrasil,Meredith Grey em primeira foto promocional da 17ª temporada de #GreysAnatomy! https://t.co/cq5z55yMVa
1310972494870990849,marivarella,“Dia D” agora terá aula virtual sobre tratamento precoce c/ cloroquina https://t.co/DaYyQElwR0
1310952073102602241,CarlaZambelli38,ATENCÃO! https://t.co/L4r3injQvQ
1310767902988132352,WalterSena,Um país que tem tudo pra dar certo. https://t.co/w9hlDc4hL0
1310966402254336003,alimerosa,gente é vdd esses boatos de que o prefeito falou que coronavírus já acabou? pq se for sinceramente @deus porque me fizeste resplendorense?
1310905834143088641,policiafederal,"A PF está nas ruas, junto com @CGUonline e a Polícia Civil, para desarticular ORCRIM dedicada a desvios de recursos públicos na área da #saúde.
São investigados contratos que envolvem mais de R$ 1 bilhão em recursos públicos.
Saiba mais: https://t.co/rfRszSdgx0 https://t.co/KcirytHu0H"
1310641691431448577,alexandregarcia,Uma história de amor que rompeu uma distância oceânica. E na Sociedade Europeia de Cardiologia a derrubada do mito da arritmia no tratamento precoce da Covid. Quantos foram mortos pelos que impuseram o medo?  https://t.co/mQaQxAE3r0 via @YouTube
1310741903810285568,luizpaulor,Apreciem. https://t.co/GMtFKYVTFB
1310965442375290883,parlkjimins,mano o cara aqui na loja sabe q eu faco med e ta me perguntando sobre os remedios q a mae dele toma se eu acho q a dose ta errada
1310687799297875968,LiouvilleJoseph,@DolarBipolar Mas o dólar alto favorece as exportações. Nós estamos a caminho de virar um país rico com nossa venda de commodities mesmo com sua torcida contra. Nunca vimos uma economia brasileira tão pujante como a do Bolsonaro em seu primeiro ano.
1305983488907247617,CNNBrasil,"Denúncia aponta que o governo federal está em ""verdadeira campanha para a utilização de um medicamento ineficiente"" https://t.co/sOephGuYH5"
1310945927188959233,jmarcelomzz,Ah TÁ‼️Vamos fazer d conta q acreditamos👍🏻🤣🤣🤣 https://t.co/4oriiC2dhR
1310924212622823430,bbcbrasil,"Brasil tem a 6ª pior mortalidade (mortes a cada 100 mil habitantes) por covid-19 no mundo - atrás apenas de San Marino, Peru, Bélgica, Bolívia e Andorra. Acesse o mapa completo: https://t.co/TTegBlQVnx https://t.co/ZBiYZxbYDo"
1310892821923221504,JenoOliveiraa,Sociedade Européia de Cardiologia afirma: o uso da Hidroxicloroquina não causa arritmia. Milhares de vidas poderiam ter sido salvas caso a HCQ não tivesse sido politizada. Esse é de longe um dos períodos mais obscuros de nossa história.
1310895421028478981,jairmearrependi,"Duas ex-assessoras de Flávio Bolsonaro, que também eram dirigentes do PSL, fizeram repasses de seus salários ao advogado do chefe. 

Que gabinete engraçado, onde todo mundo trabalha pra não receber. É uma ONG. #FlavioNaCadeia 

https://t.co/DC8nFH5PpU"
1310713522121252864,UOLNoticias,"Bolsonaro: ""superbateria"" de nióbio e grafeno vai revolucionar indústria https://t.co/7CNBVVGXAH"
1310713522121252864,UOLNoticias,"Bolsonaro: ""superbateria"" de nióbio e grafeno vai revolucionar indústria https://t.co/7CNBVVGXAH"
1310634231375245313,BrazilFight,Sociedade Europeia de Cardiologia desmonta argumento dos negacionistas da cloroquina: “Não causa arritmia” (veja o vídeo) https://t.co/gJk72UtRIm
1310879243451224064,MelPitersburg,"Entao lindos... sexta feira estarei muito doente, peço pra comprarem pra mim :) https://t.co/b8EOTcSELh"
1310876550154387456,Elibela,"Vamos ensinar as pessoas a não votar em PARTIDO traidor, nem para vereador e prefeito. ESQUERDA/CENTRO NUNCA MAIS. Se começar com:
*
13(PT), 
65(PCdoB), 
50(PSOL),
21(PCB), 
18(REDE),
16(PSTU), 
40(PSB), 
12(PDT), 
29(PCO), 
25(DEM), 
15(MDB), 
45(PSDB), 
NÃO VOTE! É FURADA!"
1310684055441113096,UOLNoticias,Carol Solberg é denunciada por manifestação política contra Jair Bolsonaro https://t.co/DNgssDb3q8
1310614840822714377,FrankCastle2009,"Sociedade Européia de Cardiologia afirma: o uso da Hidroxicloroquina não causa arritmia.

140.000 mortes por culpa do STF, GLOBO, MANDETTA E GOVERNADORES."
1310776313259544576,g1,"Após festa, 12 estudantes de medicina testam positivo para Covid-19 em SP https://t.co/gMyquTrrV7 #G1 https://t.co/Sxb8VQ2WeA"
1310735622596943872,SepMcris,"Triste esse momento jamais vivido por mim ou por ninguém, pior é vc conviver diariamente, correndo todos os riscos e ver tanta gente que já superou o vírus e se aglomeram, não usam máscaras e pior, nem com óbitos de conhecidos, eles não se sensibilizam mais.."
1310682536281083904,jcsosazpurua,"Les recomiendo esta entrevista, donde mi hermano Andrés Fernando @AndresFS77 responde a preguntas vitales sobre el virus chino, sus implicaciones, disfraces, alcance y cuidados: https://t.co/HDvnGlq6Qe"
1310205973127139328,joganomeulean,"na bio do insta: futura advogada

no baile: https://t.co/uAAQr3aWsf"
1310713522121252864,UOLNoticias,"Bolsonaro: ""superbateria"" de nióbio e grafeno vai revolucionar indústria https://t.co/7CNBVVGXAH"
1310601334211698688,jairbolsonaro,"- Sociedade Européia de Cardiologia afirma: o uso da Hidroxicloroquina não causa arritmia.
- Milhares de vidas poderiam ter sido salvas caso a HCQ não tivesse sido politizada.

. Link no YouTube: https://t.co/pCbFy1LLVk https://t.co/jksXNmzrcf"
1310734707785490432,CNNBrBusiness,"Nesta segunda-feira (28), o presidente voltou a sinalizar o interesse em viabilizar a exploração de nióbio no Brasil https://t.co/YCVyIa1Ve0"
1310739737058201601,CrisMenshova,"@cristilobo Ah... Não!!!!
Com quem eu vou debochar?
Vc era a minha preferida!!!
😥😥😥"
1310634231375245313,BrazilFight,Sociedade Europeia de Cardiologia desmonta argumento dos negacionistas da cloroquina: “Não causa arritmia” (veja o vídeo) https://t.co/gJk72UtRIm
1310530037368729601,NandoColoradoZN,Alguém tinha alguma dúvida de que isso aconteceria? https://t.co/o1BDYUndKw
1310746113490604032,DiarioPE,Ministério da Saúde agora quer 'dia D' com 'aula virtual' a médicos sobre cloroquina https://t.co/kXZPYZqhWq https://t.co/seukp47zJ2
1322240017004191745,o_antagonista,Bolsonaro sobre eleições no Rio e em SP: 'A gente vai ganhar nos dois municípios'. https://t.co/lWeWdQxkbg
1322301223899406337,FDicro,"@KayaNakamura @revistaoeste @taoquei1 Eu entendo a dificuldade que analfabetos funcionais como vc tem de interpretar um simples texto, por isso vou relevar. Quem foi que disse que hidroxicloroquina previne o covid? Você sabe a diferença de tratamento para profilaxia, né?"
1322308299748970497,FDicro,"@KayaNakamura @revistaoeste @taoquei1 Vc acha inútil e os cientistas dizem que é eficaz. Eu prefiro acretitas nos cientistas e nos seus estudos.
Eu entendo a sua explosão de raiva. Realmente é vergonhoso uma fisioterapeuta não saber a diferença entre prevenção e tratamento. https://t.co/TmOIXkVQ1S"
1322307398233718784,hofolinni,"Mas na praia acabou o corona né 🤪🤪🤣🤣 eu vou pra praia aglomerar pq eu não tenho medo de botar minha família em risco e depois vou reclamar que o corona não acaba 😝😝🤩🤩 
seus arrombado do caralho https://t.co/rm6BqKz4OX"
1322199688104321024,IgorSeco,"PUTA MERDA

saiu @naoouvo comigo

https://t.co/TfrR5DBFGl"
1321827800001765378,HaddadDebochado,NÃO É POSSÍVEL UMA COISAS DESSAS 🗣🗣🗣🗣🗣https://t.co/18Edh5dpvV
1322254653694844932,eulucas_crf,"@geglobo Neneca deve ter virado nadador

Natan deve tá jogando vôlei

Filipe Luis deve tá jogando basquete

Arão e T.Maia devem tá jogando golfe

Arrascaeta realmente deve ser muito tímido 

BrunoHenrique deve ter virado cantor

E Domenec deve ter ido trabalhar no Velozes e Furiosos 11"
1321976647206227972,TrumpMargareth,"Cúmulo da autoconfiança: nunca ter tido um trabalho na vida e querer começar como Prefeito de São Paulo.

Conhecem alguém assim?"
1322136962514518016,marcelloneves72,"Mandar o Secretário Estadual da Saúde recolher a cloroquina, é uma atitude ditadora, covarde e genocida. Dia 01/11 a Av. Paulista tem que ficar pequena, não podemos nos calar perante esse João Tranca Rua."
1321557383382970368,toledoluizf,"🔴Exclusivo na CNN: a empresa que vendeu cloroquina ao Exército foi procurada um mês antes de sua única concorrente e fora do processo formal de pesquisa de preços. Novos documentos a que tive acesso pela LAI demonstram um possível favorecimento à empresa, segundo especialistas."
1322253197210193922,folha,Bolsonaro diz que Doria é 'autoritário' e que pandemia no Brasil 'está acabando' https://t.co/SXOItzNqLo
1322253784077291521,BlogdoNoblat,"Estranha foto, essa, que está no site de o Estado de S. Paulo. Bolsonaro passou a usar sutiã? Não creio. https://t.co/Eq7bEggZqm"
1321416258202619907,brunookada,"@luizguiprado - quase 160 mil mortos na pandemia que negou desde o começo 
- Amazônia e Pantanal mais desmatados do que nunca"
1322246159348412422,sikerajr,Zoófila é crime não é uma piada. https://t.co/nTkA67hLIJ
1322204407514148864,LRobertoBarroso,Estreia hoje a nova campanha da Justiça Eleitoral: #MaisMulheresNaPolítica. A ampliação da participação feminina nos espaços de poder é vital para uma sociedade mais justa e igualitária. Agradecemos Camila Pitanga por protagonizar graciosamente esse chamamento às mulheres! https://t.co/RSbMXlwkFe
1318909799505985537,jairbolsonaro,"A VACINA CHINESA DE JOÃO DORIA

- Para o meu Governo, qualquer vacina, antes de ser disponibilizada à população, deverá ser COMPROVADA CIENTIFICAMENTE PELO MINISTÉRIO DA SAÚDE e CERTIFICADA PELA ANVISA.

- O povo brasileiro NÃO SERÁ COBAIA DE NINGUÉM. (continua)."
1322185605019799552,Haddad_Fernando,"Desemprego em 14,4% e o assunto do Bolsonaro é a cor de um guaraná."
1322218807440658434,sofiaespanha,@LucasTrapstar https://t.co/LBbehr9mqP
1322201600748900353,DilmaResiste,"BOZO CONSEGUIU!! CHINA DESCARTA BRASIL E COMPRA SOJA DA ÁFRICA!
Em silêncio nosso maior parceiro comercial passou a investir em outros países e desinvestir no Brasil
#Resistencia939dias #LulacomBene  #FerradoComBolsonaro #GloboLixo
Siga nosso Instagram @DilmaResiste https://t.co/3n3ZwjwK0q"
1321927430530060288,OficialSala12,Que isso KKKKKKK https://t.co/ZGN56RpicY
1321827800001765378,HaddadDebochado,NÃO É POSSÍVEL UMA COISAS DESSAS 🗣🗣🗣🗣🗣https://t.co/18Edh5dpvV
1321884763431591937,BernardoMF,"Brasil, 2020 — Presidente zomba de refrigerante rosa do Maranhão e diz que é “boiolagem”: “Agora eu virei boiola igual maranhense, é isso?“ https://t.co/BufSBGe4eq"
1322169313428721664,TudoMiley,"Miley foi perguntada se concorda com Madonna que o COVID foi um equalizador: 

“Não! Vi mais divisão recentemente do que na minha vida toda. Aprendemos que riqueza e saúde podem ser a mesma coisa e isso está completamente errado"". 
 https://t.co/YUGU59VrdD"
1322185724880392192,IsaPennaPsol,"Traduzindo: vai ficar de braços cruzados sem fazer nada
https://t.co/xUfuYeBjiu"
1322183719067787264,debitous,"Militantes do Capitão candidato a prefeito de Vitória passando pelas ruas de Jardim Camburi sem máscara, com carro de som e colocando santinho nos carros dos outros. O cara consegue ser a versão série D do asno do Planalto."
1322172599066046464,brasil247,"EUA registram 91 mil casos de Covid-19 em 24 horas, maior número diário desde início da pandemia https://t.co/JXLaqVV74j"
1322169313428721664,TudoMiley,"Miley foi perguntada se concorda com Madonna que o COVID foi um equalizador: 

“Não! Vi mais divisão recentemente do que na minha vida toda. Aprendemos que riqueza e saúde podem ser a mesma coisa e isso está completamente errado"". 
 https://t.co/YUGU59VrdD"
1321813987030425604,jairbolsonaro,"- Recepção em SÃO LUÍS - MARANHÃO

. Integral no YouTube: https://t.co/Kdc0GyGn2m https://t.co/xZAyeZmVyF"
1321840603202686976,jornalextra,"Governo vai trabalhar ‘da mesma forma’ se houver segunda onda de Covid no Brasil, diz Guedes https://t.co/qFHJRBItIi https://t.co/YRA04SkHh5"
1322142489848012800,oatila,Aprovação do Remdesivir pelo FDA dos EUA tá cheia de buracos. O maior teste clínico que a OMS organizou mão mostrou queda de mortalidade ou redução de tempo de internação. Lembra bastante a adoção do Oseltamivir durante o H1N1 de 2009. https://t.co/EGC5CxMqMr
1321763947934937088,spectatorindex,"Currency against US Dollar, past year.

Euro: +4.9%
Japan: +4.1%
China: +3.5%
S Korea: +2.4%
Egypt: +1.8%
Australia: +0.8%

UK: -1.1%
Canada: -2.6%
Pakistan: -3.4%
India: -4.4%
Indonesia: -5.3%
Mexico: -13%
S Africa: -17%
Nigeria: -24%
Russia: -28%
Turkey: -39%
Brazil: -42%"
1321932103987191814,marcelobechler,"Se alguém me diz que é Hermes e Renato, eu firmo NA HORA  https://t.co/quwBUYdLly"
1321995150890074113,holdangaranito,"@BolsonaroSP @CyntianW Recolhimento para ficar jogado em algum galpão.
Pagando aluguel e a medicação vencendo...
Se isso acontecer o responsável deve ser processado e pagar o prejuízo."
1321973904416657409,BolsonaroSP,"A Sec. Municipal de Saúde de Jacupiranga-SP pediu ao gov. federal e recebeu um carregamento de hidroxicloroquina.

Porém, a Sec. Estadual de Saúde do governador Dória enviou email solicitando o recolhimento do medicamento!

Talvez seja porque o Dr. Davi Uip queira tudo para si. https://t.co/tmZoXY9PwV"
1322122341275570185,valoreconomico,"Bolsonaristas querem presidir Fiocruz
https://t.co/HwMW1g4L91"
1321827800001765378,HaddadDebochado,NÃO É POSSÍVEL UMA COISAS DESSAS 🗣🗣🗣🗣🗣https://t.co/18Edh5dpvV
1321944885168132099,analuciaramosc1,"@horaciohudson Maldito STF, que não deixou tudo na mão do nosso Presidente."
1321934510787858432,horaciohudson,"Quer dizer, muita gente morreu de graça.
Maldita esquerda assassina!!!!!

https://t.co/zQeGEQjgU2"
1321974157383471104,UOLNoticias,Bolsonaro volta a criticar PCdoB e Dino e questiona voto em Manuela D'Ávila https://t.co/wNHD5Z0wv5
1321781718114689025,juremirm,"Método Bolsonaro: assina de manhã, lê de tarde o que assinou, revoga no final do dia, entende no mês seguinte."
1321840603202686976,jornalextra,"Governo vai trabalhar ‘da mesma forma’ se houver segunda onda de Covid no Brasil, diz Guedes https://t.co/qFHJRBItIi https://t.co/YRA04SkHh5"
1321860135283806210,revistaoeste,"Tratamento com hidroxicloroquina reduz em 7 vezes internações por covid-19. Mortalidade também cai, com uso de zinco e azitromicina em conjunto. https://t.co/SBToygbQrF"
1322026186395000833,Jade15356970,"@Gabrielcds19 @_nede4k @ALLuSapore @mhmfarias @g1 Tomo vacina TESTADA, Não sou cobaia de uma vacina que nem existe! Daqui a quatro anos, TRÂMITE NORMAL DE TODAS AS VACINAS DE VERDADE , depois de testada nos lacradores idiotas úteis , eu penso em tomar! Primeiro as cobaias e espero q vc se candidate p facilitar a minha decisão!👍"
1333182879191470083,RogerMaples1,@Covid19Crusher https://t.co/bXi0AzzdCP
1333188631750725641,UOLNoticias,"Paes defende parceria com Bolsonaro contra covid: ""Flávio vai nos ajudar"" #UOLEleições2020 https://t.co/DqSylaxesv"
1333178566696198144,manoferreira,"Dá uma alegria ver @eduardopaes_ falando em vitória contra o preconceito, contra o obscurantismo e contra o extremismo.

Bolsonarismo derrotado no Rio.

Que seja um prenúncio pra derrotar o bolsonarismo no Brasil."
1332520474568495104,correio,"""Pouco eficaz"", crava Bolsonaro sobre uso de máscaras contra covid-19 https://t.co/w9kYT3O9W7 https://t.co/zg60ueoOaf"
1333067775573692419,eixopolitico,"Ao votar, Jair Bolsonaro diz que ""tem fontes"" e que ""teve fraude lá"" nas eleições americanas.

Entretanto: campanha de Donald Trump tem perdido várias ações na justiça por não conseguir provar que houve fraude nas eleições. https://t.co/CFpMz9bZYg"
1332784329848721412,Bernardo__08,"É quase um filósofo contemporâneo, transborda lógica e conhecimento 👏👏 https://t.co/CCbUguhzjV"
1333066009352220673,o_antagonista,"Bolsonaro volta a dizer que houve fraude nos EUA: “Tenho minhas fontes”
https://t.co/qsIAjwiQVy"
1333183916212170756,Gabrieltex2341,@CarlaZambelli38 O Bolsonaro também foi derrotado. Você e sua família também perderam. Não se esqueça disso. PT e Bolsonaro afundando juntos.
1333176397595078660,joicehasselmann,"Parabenizo @brunocovas pela vitória e desejo que faça um bom segundo mandato. O eleitor escolheu a experiência e rejeitou o radicalismo.
São Paulo e o Brasil precisam de tranquilidade para superar tempos tão difíceis.
É hora de união e soluções.
#saopaulo #sp #eleicoes2020"
1333180131469373442,Indignado72,Vai vendo... https://t.co/kPhiCQzqEE
1333138417056702471,luizacaires3,Onde viemos parar... https://t.co/P8SkiJsULQ
1333155926644240384,JoseQuatro2,Vejam o que poderia ter acontecido com o Brasil se o presidente Bolsonaro tivesse sido ouvido desde o começo da pandemia. #bolsonarotinharazão https://t.co/GeGBFhN2sd
1332886855730270208,GloboNews,"O governo do Reino Unido pode autorizar o uso da vacina da Pfizer e da Biontech contra o coronavírus. Com isso, as autoridades esperam começar a vacinação no dia 7 dezembro: https://t.co/0BvqP9yG05 #J10 #GloboNews"
1333174863285071872,michelly_pb,"Depois da vitória de Bolsonaro nas eleições eu espero tudo dos brasileiros, que dirá dos campistas..."
1333171682958307328,o_antagonista,"""O Rio está livre do pior governo da sua história"", diz Paes
https://t.co/0Lv6jVBxaW"
1333165817022865409,ramonmacedo,"Péssimo dia para o Bolsonaro! 

QUE SABOR https://t.co/hoBTwF68jX"
1333164089091223553,BrunnoMeloCBN,"O Brasil deu boas demonstrações de que rejeita os candidatos da ""terra plana"", do negacionismo, das fake news, da volta da ditadura, da antivacina, do falso discurso religioso, etc. Viva a Democracia! 🇧🇷
#Eleicoes2020"
1332769164860272640,ericarrache,Hoje eu e a família fomos dar uma volta de carro e vimos essa cena perto do Parcão: os antigos chapéu de alumínio do Valter apoiando o Melo com uma caixa gigante de Cloroquina escrito “Tratamento Precoce”. Precisa dizer mais? https://t.co/oTLfp1lzpg
1333067775573692419,eixopolitico,"Ao votar, Jair Bolsonaro diz que ""tem fontes"" e que ""teve fraude lá"" nas eleições americanas.

Entretanto: campanha de Donald Trump tem perdido várias ações na justiça por não conseguir provar que houve fraude nas eleições. https://t.co/CFpMz9bZYg"
1332763065578872838,meuonibuslotado,"Campanha de Melo levou embalagem de hidroxicloroquina para o Parcão e a adornou com bandeira do candidato.

Medicamento não tem eficácia contra covid comprovada cientificamente.

É assim que Melo quer lidar com a pandemia? https://t.co/w4xhtEEVSe"
1333159772347113472,isabelamontemor,"@lolaescreva nem fala, vai ser triste aguentar esse bolsonaro 2.0 por 4 anos 😖"
1333156576358772747,oMatheus_1997,"Sim amigo centrista, o candidato bolsodoria com vice bolsominion não é bolsonaro não"
1332815878497374213,brunocovas,"Nossa campanha foi feita de forma transparente. Sem artista famoso, político antigo, sem agressões. Falando a verdade, olho no olho. A minha aliança é com você. Com a população. Agora é momento de união. A experiência e a esperança vão vencer. Vamos juntos. Todos por São Paulo"
1333062608287641610,SimoneParanhos6,"Pessoal, URGENTE aqui !!!
Minha filha do meio, 35 anos com os sintomas do COVID !!!
Aconteceu de ontem pra hoje !!!
Recomendações por favor !!!"
1333064298181038082,UOLNoticias,"Sem provas, Bolsonaro diz que houve fraude nas eleições dos EUA https://t.co/eQpNNhSBfM"
1333135593967071236,oatila,"Vacinação em massa = 450 mil em Berlim. 

As primeiras campanhas são com a vacina da BioNTech/Pfizer, a mais avançada e uma das mais eficazes até aqui. Mas são dezenas de milhões de doses pro mundo todo até o fim do ano. E não tem pro Brasil pq perdemos a negociação. https://t.co/BI77gnrVXs"
1333135593967071236,oatila,"Vacinação em massa = 450 mil em Berlim. 

As primeiras campanhas são com a vacina da BioNTech/Pfizer, a mais avançada e uma das mais eficazes até aqui. Mas são dezenas de milhões de doses pro mundo todo até o fim do ano. E não tem pro Brasil pq perdemos a negociação. https://t.co/BI77gnrVXs"
1333107210470219777,luizmuller,"Doido! Gen. Heleno fala em “Intentona Comunista”, sobre avanço da esquerda no 2º turno das eleições https://t.co/IVnZUnQVTl"
1333081903893778433,UOL,"Não temos problema com China e ela precisa muito mais de nós, diz Bolsonaro https://t.co/0OxEZnXm7B"
1333048343082258434,thide_souza,Acabei de comprar pro meu tio https://t.co/amzZJtoMmo
1333062608287641610,SimoneParanhos6,"Pessoal, URGENTE aqui !!!
Minha filha do meio, 35 anos com os sintomas do COVID !!!
Aconteceu de ontem pra hoje !!!
Recomendações por favor !!!"
1332289507824201736,EMA_News,"PRAC meeting highlights Nov-Dec: EMA's safety committee, the PRAC, concluded a review that confirms a link between the use of chloroquine &amp; hydroxychloroquine and the risk of psychiatric disorders &amp; suicidal behaviour:  https://t.co/KV5y9zSUdN #pharmacovigilance https://t.co/9txYSeDSec"
1333129545596145667,luisnassif,"Eduardo Bolsonaro, blogueiro e deputados bolsonaristas espalharam fake news na eleição 2020 https://t.co/OiEAbp8Z4C via @jornalggn"
1333062608287641610,SimoneParanhos6,"Pessoal, URGENTE aqui !!!
Minha filha do meio, 35 anos com os sintomas do COVID !!!
Aconteceu de ontem pra hoje !!!
Recomendações por favor !!!"
1333100605968101376,DiariodoBr,Bolsonaro diz que ‘fontes’ o alertaram sobre ‘fraude’ na eleição americana; assista ao vídeo https://t.co/dPqz4m8QN1
1332824089325490177,NewsweekEspanol,"La revisión confirmó que con el uso de hidroxicloroquina han ocurrido trastornos psiquiátricos y que en ocasiones pueden ser graves en pacientes con o sin problemas de salud mental previos.
https://t.co/cfkH5n8cBD"
1333067775573692419,eixopolitico,"Ao votar, Jair Bolsonaro diz que ""tem fontes"" e que ""teve fraude lá"" nas eleições americanas.

Entretanto: campanha de Donald Trump tem perdido várias ações na justiça por não conseguir provar que houve fraude nas eleições. https://t.co/CFpMz9bZYg"
1333123167292895233,PaulinhoSouto,A VACINA DOS RUSSOS É A NOSSO CLOROQUINA @profeborto https://t.co/hGeiVghImz
1333117028396388353,UOLNoticias,"⚡️ “Bolsonaro defende voto impresso em 2022: ""Está na boca do povo""”

https://t.co/qTrJK5qgUD"
1333122115973812230,profeborto,"AS PRIMEIRAS COBAIAS, QUE NUNCA SABEREMOS O RESULTADO....

Rússia começou a vacinar seus militares contra o coronavírus - 

 https://t.co/aORBnI0VWr via @renovamidia"
1333026504121397250,jairbolsonaro,"A. O @inep_oficial divulgou dados do Censo da Educação Superior 2019, os quais revelam um aumento de 11,5% nas matrículas em cursos tecnológicos, que concentram 14,2% do total de estudantes matriculados na graduação no Brasil."
1333114462027599872,orodmello,"@olucasnery ""Renan registrou formalmente a sua empresa: a Bolsonaro Jr Eventos e Mídia, cujo e-mail destacado para contato é “brasileiropressor”"" pelo amor de deus"
1333110502235443215,Tecio_Melo,😌 https://t.co/2YG5tppFjR
1332858475756609543,nave1964,Testou positivo pra chatice https://t.co/LaylX4GL4Z
1333105388728803334,GiuSales,"Ou a gente precisa ter eleição com papel para ser transparente ou as eleições dos EUA (em papel) foram fraudadas.

OS DOIS NÃO DÁ, BOLSONARO!!!! 
NÃO DÁ. https://t.co/oFqUc3ThFZ"
1333078950038417409,daijoburu,@BrunoMozka @MarceloAdnet Fonte: vozes da minha cabeça
1333062608287641610,SimoneParanhos6,"Pessoal, URGENTE aqui !!!
Minha filha do meio, 35 anos com os sintomas do COVID !!!
Aconteceu de ontem pra hoje !!!
Recomendações por favor !!!"
